Student_ID,Gender,Age,Branch,CGPA,10th_Percentage,12th_Percentage,No_of_Internships,No_of_Projects,Placed
2235,Male,24,ME,7.62,79.02,74.01,3,4,Yes
2236,Male,21,CE,5.0,54.48,58.94,0,6,No
2237,Female,20,CSE,7.89,89.55,87.21,1,5,Yes
2238,Male,23,EE,5.86,67.39,72.49,0,4,No
2239,Male,25,ME,8.01,84.86,89.98,1,5,Yes
2240,Female,23,EE,6.39,58.72,64.31,2,3,Yes
2241,Female,21,IT,5.0,58.77,62.23,1,4,No
2242,Male,20,CE,7.33,94.87,93.92,1,4,Yes
2243,Male,25,EE,5.48,63.43,54.46,0,5,No
2244,Female,23,ECE,7.45,73.2,78.95,2,0,Yes
2245,Female,21,EE,5.0,58.67,63.99,2,1,No
2246,Female,22,CSE,6.51,76.66,84.36,2,0,Yes
2247,Female,22,CE,6.13,58.29,66.04,1,0,No
2248,Male,25,EE,5.01,53.18,58.03,2,1,No
2249,Male,21,EE,7.19,70.05,71.49,3,3,Yes
2250,Male,23,ECE,7.49,84.12,84.31,0,1,Yes
2251,Male,24,EE,5.0,50.99,45,2,3,No
2252,Female,22,ME,6.87,81.47,87.7,2,1,Yes
2253,Female,21,CSE,7.68,77.69,75.14,1,2,Yes
2254,Male,23,CSE,6.32,74.0,74.42,2,3,Yes
2255,Female,20,CE,6.92,78.68,71.48,4,3,Yes
2256,Female,22,CSE,8.34,84.28,83.35,2,1,Yes
2257,Male,23,CSE,8.85,95.17,94.48,1,3,Yes
2258,Female,25,ECE,5.08,51.66,54.28,3,0,No
2259,Male,25,CE,5.0,59.17,55.61,1,5,No
2260,Female,24,ECE,7.09,71.31,68.5,1,3,Yes
2261,Female,22,CSE,9.38,95.52,89.74,3,1,Yes
2262,Male,24,IT,5.6,51.4,50.62,3,7,Yes
2263,Male,24,ME,6.0,56.36,52.36,4,3,Yes
2264,Female,23,IT,5.9,72.57,74.42,0,3,No
2265,Female,23,CSE,6.51,61.99,64.31,1,3,Yes
2266,Male,25,IT,5.07,60.41,58.91,1,2,No
2267,Male,22,ME,6.22,56.54,60.46,2,5,Yes
2268,Male,20,IT,6.65,82.82,90.28,3,2,Yes
2269,Male,24,ME,8.35,79.92,83.45,2,1,Yes
2270,Male,23,CSE,5.05,68.82,62.06,1,4,No
2271,Male,23,CSE,5.28,69.51,68.82,2,3,Yes
2272,Female,23,ME,5.0,50.6,46.34,1,3,No
2273,Female,23,IT,5.22,52.67,50.32,0,5,No
2274,Male,23,EE,7.63,91.36,98.85,0,3,Yes
2275,Female,20,CSE,6.51,66.52,73.34,0,5,Yes
2276,Male,20,ECE,5.0,51.95,57.57,0,4,No
2277,Male,25,IT,7.33,90.14,89.91,1,0,Yes
2278,Female,24,CSE,7.46,85.86,85.42,0,4,Yes
2279,Male,23,ECE,6.5,63.46,70.95,0,6,Yes
2280,Female,24,ECE,5.0,51.99,47.87,2,5,No
2281,Male,24,CE,5.75,53.86,60.55,1,0,No
2282,Male,25,ME,6.25,53.88,60.3,2,4,Yes
2283,Female,24,ME,5.47,61.94,66.32,1,5,No
2284,Female,21,CSE,8.48,82.9,83.78,2,2,Yes
2285,Male,23,EE,6.33,63.46,61.78,2,1,No
2286,Female,21,CSE,6.68,64.1,66.92,1,4,Yes
2287,Male,24,CSE,5.7,66.69,62.92,1,5,No
2288,Female,25,IT,6.53,69.74,71.63,0,3,Yes
2289,Male,25,CE,5.47,68.09,63.34,2,0,No
2290,Male,22,ECE,7.1,70.35,74.12,1,5,Yes
2291,Male,24,CSE,6.45,79.75,85.04,0,8,Yes
2292,Male,21,ME,9.04,98.23,100,1,2,Yes
2293,Male,22,EE,7.86,82.55,84.91,2,4,Yes
2294,Male,23,ECE,6.64,72.73,77.6,3,2,Yes
2295,Male,22,ME,6.53,82.15,84.45,1,3,Yes
2296,Male,20,EE,6.36,56.79,57.95,1,5,Yes
2297,Male,21,CSE,8.45,80.65,82.97,0,4,Yes
2298,Male,24,ME,7.62,91.67,84.57,3,2,Yes
2299,Female,22,CSE,5.0,53.18,45,1,5,No
2300,Male,21,CE,6.6,74.51,66.51,1,7,Yes
2301,Male,20,CSE,5.62,51.58,53.76,4,6,Yes
2302,Male,22,CE,7.26,76.33,79.21,4,5,Yes
2303,Female,20,IT,7.12,69.52,74.32,1,5,Yes
2304,Female,23,ME,5.81,55.08,60.33,1,5,No
2305,Male,25,IT,8.03,94.74,99.06,0,4,Yes
2306,Female,23,ME,8.12,87.09,83.25,1,3,Yes
2307,Male,20,ME,5.0,57.25,52.44,1,3,No
2308,Female,21,ECE,6.39,64.93,67.77,0,5,No
2309,Female,23,CSE,5.94,61.17,66.49,0,0,No
2310,Male,24,IT,6.54,80.3,73.37,0,6,Yes
2311,Male,23,EE,8.24,92.67,91.35,1,4,Yes
2312,Male,21,CSE,6.6,63.64,67.64,2,3,Yes
2313,Female,20,ME,8.47,91.44,95.54,0,2,Yes
2314,Male,20,CE,7.62,74.86,69.75,2,4,Yes
2315,Female,23,ECE,5.93,62.15,56.76,2,4,No
2316,Female,23,CSE,8.05,97.99,92.77,2,5,Yes
2317,Female,21,ECE,5.0,52.98,47.08,1,3,No
2318,Female,22,ME,5.0,53.58,52.19,1,1,No
2319,Female,22,ECE,6.38,78.5,84.0,3,5,Yes
2320,Female,24,ME,8.41,98.62,93.15,1,4,Yes
2321,Male,22,CE,5.47,64.68,70.29,1,4,No
2322,Male,21,ECE,6.18,65.64,73.18,0,1,No
2323,Male,23,IT,7.01,83.66,88.47,0,2,Yes
2324,Male,24,ECE,7.13,83.55,90.25,2,3,Yes
2325,Male,21,ME,7.96,79.9,72.73,4,4,Yes
2326,Female,22,CSE,6.77,62.88,69.7,1,3,Yes
2327,Female,22,ECE,6.05,70.84,67.92,2,3,Yes
2328,Male,21,CE,7.94,87.59,77.94,0,5,Yes
2329,Male,22,IT,6.76,68.74,68.79,2,4,Yes
2330,Male,20,CSE,6.4,65.95,64.58,1,8,Yes
2331,Female,25,CE,8.54,84.62,79.12,1,1,Yes
2332,Male,24,IT,7.34,95.26,87.26,2,3,Yes
2333,Male,21,ME,7.26,78.9,79.23,1,3,Yes
2334,Female,24,ECE,6.01,64.28,54.67,0,5,No
2335,Male,22,CE,5.97,71.85,77.77,1,3,No
2336,Female,25,CSE,6.6,79.58,86.37,2,3,Yes
2337,Female,24,CSE,8.87,98.49,95.21,4,7,Yes
2338,Male,24,ECE,7.66,78.17,79.59,1,8,Yes
2339,Male,24,ME,5.45,54.3,60.9,4,5,Yes
2340,Male,22,ECE,7.88,93.58,100,1,2,Yes
2341,Male,25,ME,8.61,96.48,100,1,4,Yes
2342,Male,22,IT,5.79,62.68,56.69,1,3,No
2343,Female,24,CE,8.75,93.77,96.64,0,1,Yes
2344,Male,24,ECE,8.5,91.39,95.42,4,3,Yes
2345,Male,21,CSE,5.0,58.0,65.84,3,5,No
2346,Female,23,CSE,9.13,96.45,86.91,3,2,Yes
2347,Male,21,CSE,5.41,68.64,73.3,0,6,Yes
2348,Male,21,CSE,7.3,73.97,74.86,1,2,Yes
2349,Female,22,ECE,5.9,74.93,81.94,1,3,Yes
2350,Male,22,CE,8.93,90.99,88.8,1,8,Yes
2351,Female,23,ME,5.45,50.78,58.14,3,0,No
2352,Male,20,CSE,5.93,57.63,60.14,0,5,Yes
2353,Female,22,EE,7.24,90.34,87.89,1,2,Yes
2354,Female,22,ME,5.0,55.36,48.28,1,4,No
2355,Male,22,CSE,5.0,51.27,45,2,1,No
2356,Male,24,EE,5.0,58.32,50.12,0,3,No
2357,Female,23,CE,7.38,91.95,91.61,2,4,Yes
2358,Male,22,CSE,7.51,82.16,78.74,2,3,Yes
2359,Female,21,CSE,6.11,75.22,79.72,2,5,Yes
2360,Male,24,CSE,5.58,61.08,54.4,1,8,Yes
2361,Male,24,CE,5.54,63.07,69.26,1,1,No
2362,Female,25,CE,5.06,68.87,59.73,0,1,No
2363,Female,21,IT,5.35,50.57,49.22,0,6,No
2364,Male,21,ECE,6.15,62.88,60.8,2,4,Yes
2365,Female,21,CSE,8.12,89.54,88.31,2,4,Yes
2366,Male,20,ME,6.06,70.9,61.36,0,8,Yes
2367,Male,25,IT,8.0,92.79,88.32,4,1,Yes
2368,Male,23,ME,7.51,93.4,92.6,2,5,Yes
2369,Female,24,ECE,5.48,57.44,62.92,2,3,No
2370,Female,24,CSE,5.63,57.78,60.03,3,2,Yes
2371,Female,24,CE,6.9,79.87,85.32,4,7,Yes
2372,Female,23,CE,7.28,72.93,65.38,0,2,Yes
2373,Male,25,EE,8.11,97.0,88.07,0,6,Yes
2374,Female,21,IT,5.31,57.81,55.35,0,3,No
2375,Female,21,CE,6.26,56.05,59.36,0,3,No
2376,Female,20,EE,7.42,75.51,74.95,1,2,Yes
2377,Female,24,ME,7.26,72.26,63.53,3,3,Yes
2378,Female,23,ME,5.51,62.52,63.8,0,5,No
2379,Male,22,CSE,5.56,55.05,63.01,1,3,No
2380,Female,25,CE,7.3,70.66,72.15,1,5,Yes
2381,Male,24,IT,6.85,82.68,77.2,0,5,Yes
2382,Female,21,ECE,7.74,82.62,74.49,2,4,Yes
2383,Male,24,ME,6.09,82.71,73.47,2,4,Yes
2384,Male,21,IT,7.56,82.96,89.23,1,5,Yes
2385,Female,23,ECE,7.87,75.62,82.54,2,5,Yes
2386,Male,24,CSE,6.6,80.9,76.82,1,0,Yes
2387,Female,22,ME,5.75,66.86,74.38,1,0,No
2388,Female,22,ME,6.08,57.87,57.92,2,5,Yes
2389,Female,21,ME,8.38,91.98,87.99,2,6,Yes
2390,Female,20,CE,5.07,54.43,51.74,2,5,No
2391,Female,23,IT,8.94,89.49,95.61,4,3,Yes
2392,Female,24,EE,7.23,77.46,81.08,1,5,Yes
2393,Male,24,CE,6.82,82.5,87.84,1,3,Yes
2394,Male,25,ME,8.37,93.49,88.78,0,8,Yes
2395,Male,24,CSE,7.79,98.64,89.11,2,2,Yes
2396,Male,21,CSE,7.0,64.54,71.9,1,3,Yes
2397,Female,21,IT,8.57,91.55,92.01,3,8,Yes
2398,Female,22,ME,6.47,62.91,59.57,3,3,Yes
2399,Female,21,IT,8.98,90.54,93.18,1,1,Yes
2400,Female,25,ECE,6.34,65.36,69.89,2,5,Yes
2401,Female,21,ECE,6.91,78.14,69.1,1,3,Yes
2402,Male,24,ECE,7.59,81.86,87.99,2,1,Yes
2403,Female,22,ECE,9.33,96.42,99.52,1,5,Yes
2404,Female,21,EE,5.51,65.18,67.73,0,5,No
2405,Male,24,CE,8.47,78.76,84.29,0,5,Yes
2406,Female,20,EE,7.54,75.96,79.11,0,4,Yes
2407,Male,21,CSE,8.33,95.51,98.63,0,3,Yes
2408,Female,23,IT,6.07,73.25,78.5,1,2,Yes
2409,Male,20,CSE,7.17,69.67,63.75,2,3,Yes
2410,Male,20,ME,5.21,52.98,53.01,0,0,No
2411,Male,22,IT,5.06,51.36,57.65,3,7,Yes
2412,Female,21,ECE,8.87,97.81,89.56,0,3,Yes
2413,Male,21,ECE,8.29,89.9,87.91,3,6,Yes
2414,Male,22,CE,5.29,55.28,57.57,0,1,No
2415,Male,24,CE,8.93,95.95,100,1,3,Yes
2416,Female,22,CSE,5.43,56.93,64.22,2,0,No
2417,Female,23,ME,9.45,94.57,97.31,0,4,Yes
2418,Male,24,ECE,8.19,84.41,83.8,2,2,Yes
2419,Female,22,CE,5.28,70.89,68.72,0,1,No
2420,Female,22,ECE,8.19,88.53,83.7,0,6,Yes
2421,Male,24,ME,6.26,77.99,71.11,0,0,No
2422,Male,22,CE,5.85,52.57,57.43,2,4,No
2423,Male,25,CSE,5.0,60.51,58.74,0,3,No
2424,Male,24,EE,5.0,50.76,57.36,2,7,No
2425,Male,22,CE,8.62,98.37,100,2,0,Yes
2426,Male,25,CSE,9.17,95.19,97.44,3,3,Yes
2427,Female,22,IT,5.0,50.5,55.32,2,2,No
2428,Male,20,EE,6.24,69.38,71.91,2,2,Yes
2429,Male,23,CSE,7.13,76.31,69.32,4,5,Yes
2430,Male,22,IT,5.74,77.94,69.89,2,6,Yes
2431,Female,23,CSE,6.31,75.39,66.03,0,0,No
2432,Male,25,ME,5.47,61.85,62.93,0,4,No
2433,Female,21,ME,6.12,85.52,76.31,0,6,Yes
2434,Male,23,CSE,6.37,81.56,78.6,1,1,Yes
2435,Male,25,EE,5.34,51.24,49.17,2,2,No
2436,Male,22,CSE,7.48,83.55,80.93,2,2,Yes
2437,Male,21,CE,5.88,83.53,73.64,0,3,No
2438,Female,25,CSE,7.25,76.73,67.09,1,4,Yes
2439,Female,23,ECE,8.17,86.66,88.95,1,8,Yes
2440,Female,21,ECE,7.6,93.09,87.12,2,7,Yes
2441,Male,21,IT,5.0,51.03,55.53,1,5,No
2442,Male,23,CSE,6.76,80.7,74.45,3,3,Yes
2443,Female,23,IT,6.35,65.97,63.15,0,2,No
2444,Male,25,EE,7.62,80.32,86.53,2,3,Yes
2445,Male,21,ECE,7.78,76.6,74.74,4,6,Yes
2446,Male,22,ECE,5.09,57.68,54.6,0,3,No
2447,Male,25,CSE,9.57,98.2,100,2,4,Yes
2448,Male,22,ECE,9.02,92.53,84.88,1,7,Yes
2449,Female,20,EE,6.41,88.56,80.1,3,1,Yes
2450,Male,22,CSE,5.7,57.38,51.21,1,6,Yes
2451,Female,23,IT,5.79,58.59,54.05,0,6,No
2452,Male,24,IT,7.52,77.52,78.84,1,6,Yes
2453,Male,21,CE,5.42,54.76,45.47,1,3,No
2454,Female,22,CE,7.72,78.66,71.93,4,7,Yes
2455,Female,20,CE,5.0,53.38,45.81,1,1,No
2456,Female,25,CSE,7.79,81.08,76.34,2,3,Yes
2457,Male,24,CE,6.87,70.47,63.51,0,2,No
2458,Female,23,IT,5.79,58.18,59.87,1,8,Yes
2459,Male,25,ECE,5.0,53.93,53.85,4,4,Yes
2460,Male,23,CSE,6.91,73.04,70.03,1,3,Yes
2461,Male,23,IT,6.85,66.76,73.73,1,3,Yes
2462,Female,25,CSE,7.27,82.64,78.38,0,5,Yes
2463,Male,20,CSE,5.0,53.18,53.47,0,1,No
2464,Female,22,ME,7.2,80.26,73.07,3,3,Yes
2465,Female,20,EE,5.41,52.75,45.25,3,2,No
2466,Male,23,ME,5.0,61.42,52.32,1,4,No
2467,Male,23,ECE,5.53,59.12,54.31,3,1,No
2468,Male,21,CE,6.1,62.9,68.71,0,1,No
2469,Male,22,ME,6.18,61.16,58.26,1,3,No
2470,Male,22,ME,8.09,86.04,85.59,4,2,Yes
2471,Male,20,ECE,8.69,94.23,85.32,1,4,Yes
2472,Male,25,EE,7.07,65.6,69.48,2,4,Yes
2473,Female,25,ME,6.59,72.09,75.45,1,5,Yes
2474,Female,21,CSE,5.15,58.36,60.8,3,3,Yes
2475,Female,23,ECE,7.52,94.06,92.2,2,3,Yes
2476,Male,22,IT,7.69,92.64,85.33,1,5,Yes
2477,Male,21,CSE,5.0,50.8,49.3,0,3,No
2478,Female,24,CSE,5.38,59.31,60.23,1,6,No
2479,Female,22,CE,5.0,53.28,49.1,1,2,No
2480,Female,23,ECE,8.39,96.89,98.26,1,4,Yes
2481,Female,24,IT,8.77,85.51,90.04,1,8,Yes
2482,Male,23,CSE,9.76,96.28,98.67,3,4,Yes
2483,Male,22,ECE,6.13,78.28,74.24,0,3,Yes
2484,Female,21,EE,6.79,79.86,84.5,1,6,Yes
2485,Female,23,ME,6.84,80.56,72.02,2,6,Yes
2486,Male,23,IT,6.03,59.47,63.33,1,5,Yes
2487,Male,20,IT,7.23,90.42,89.11,1,3,Yes
2488,Female,24,CSE,8.8,89.73,83.12,2,2,Yes
2489,Female,24,ME,5.75,63.84,68.07,2,0,No
2490,Male,20,CSE,6.92,81.56,79.15,2,8,Yes
2491,Male,21,ECE,6.94,87.16,79.1,1,5,Yes
2492,Male,21,IT,5.0,50.83,45,1,1,No
2493,Male,20,EE,6.8,81.67,78.79,2,0,Yes
2494,Female,24,CSE,7.4,75.07,78.08,1,7,Yes
2495,Male,21,CE,6.83,61.52,65.1,1,3,Yes
2496,Male,24,CSE,6.99,70.4,74.62,1,1,Yes
2497,Male,22,CSE,5.0,52.77,55.07,2,5,No
2498,Male,21,CE,7.94,96.77,89.25,1,4,Yes
2499,Male,22,ECE,7.69,82.81,85.36,0,4,Yes
2500,Female,20,IT,5.14,53.95,59.82,2,3,No
2501,Male,25,ME,5.77,63.79,63.8,0,2,No
2502,Male,22,CE,6.19,69.24,70.95,1,7,Yes
2503,Female,21,CSE,5.47,52.04,56.52,3,2,Yes
2504,Female,25,EE,8.29,93.45,98.17,0,4,Yes
2505,Female,22,CSE,5.12,51.17,45,3,2,Yes
2506,Male,22,ECE,7.39,69.15,72.72,1,4,Yes
2507,Female,21,CSE,5.0,55.26,45.26,0,0,No
2508,Male,23,IT,5.61,77.84,70.71,0,2,No
2509,Female,20,CSE,6.06,82.03,77.38,0,1,No
2510,Female,21,CSE,8.33,81.2,88.34,3,7,Yes
2511,Male,25,CSE,8.49,92.62,93.06,1,5,Yes
2512,Female,21,CSE,5.0,69.48,66.27,1,3,No
2513,Male,20,EE,9.37,97.01,100,2,2,Yes
2514,Female,21,CSE,6.39,71.95,61.99,3,6,Yes
2515,Female,23,ME,7.29,85.06,88.43,0,3,Yes
2516,Male,22,EE,5.28,68.19,68.11,2,3,No
2517,Male,23,CE,7.97,87.6,80.26,3,4,Yes
2518,Female,20,ECE,7.88,93.35,89.34,1,5,Yes
2519,Male,20,IT,7.92,95.0,100,1,4,Yes
2520,Female,24,CSE,8.28,90.0,83.7,0,3,Yes
2521,Male,20,ECE,6.92,78.2,72.78,3,5,Yes
2522,Female,23,CSE,8.04,85.86,90.2,1,4,Yes
2523,Female,25,IT,7.79,86.83,78.75,1,6,Yes
2524,Male,20,CE,8.88,97.49,100,3,5,Yes
2525,Female,22,ME,7.27,76.56,68.3,0,0,No
2526,Male,25,CSE,5.75,62.42,69.54,1,3,Yes
2527,Male,23,IT,6.9,64.89,66.04,2,4,Yes
2528,Female,23,IT,5.62,51.52,54.13,1,4,No
2529,Female,24,CE,9.98,96.51,98.84,1,7,Yes
2530,Male,22,ECE,5.52,54.07,57.11,3,3,Yes
2531,Male,23,CSE,6.9,65.18,69.17,0,3,No
2532,Male,25,ME,8.54,95.84,93.84,1,5,Yes
2533,Female,25,EE,5.3,62.41,54.53,0,3,No
2534,Male,24,IT,5.47,55.37,48.16,0,3,No
2535,Female,25,CE,6.73,87.85,78.64,1,5,Yes
2536,Male,23,ME,7.52,96.45,88.54,0,8,Yes
2537,Male,23,IT,7.21,84.25,74.62,2,4,Yes
2538,Male,22,ECE,6.21,84.4,75.6,3,4,Yes
2539,Male,21,CE,7.2,92.9,85.08,1,4,Yes
2540,Female,22,ECE,7.32,73.42,80.9,1,1,Yes
2541,Male,22,CSE,6.1,84.37,74.57,2,1,Yes
2542,Female,20,IT,7.27,89.76,85.51,1,2,Yes
2543,Male,21,CSE,6.37,69.01,70.41,2,1,Yes
2544,Male,20,ECE,7.67,98.5,89.81,2,3,Yes
2545,Female,22,IT,6.97,86.87,77.64,1,2,Yes
2546,Male,23,ECE,7.58,92.48,95.95,2,5,Yes
2547,Female,25,CSE,7.58,79.35,74.53,1,0,Yes
2548,Male,21,ME,5.0,51.96,46.95,2,8,No
2549,Female,24,IT,6.2,65.1,72.17,1,6,Yes
2550,Female,25,ECE,7.36,82.39,82.72,0,3,Yes
2551,Male,25,CSE,8.48,80.83,87.64,1,2,Yes
2552,Male,21,ECE,6.62,67.08,62.59,1,3,No
2553,Male,25,CSE,8.12,80.04,84.2,2,2,Yes
2554,Female,24,IT,7.26,89.1,89.57,2,6,Yes
2555,Male,25,ME,5.37,58.97,60.62,0,3,No
2556,Female,24,IT,5.0,62.48,53.78,1,4,No
2557,Male,22,CE,7.06,72.28,80.12,1,4,Yes
2558,Male,23,EE,6.15,73.99,65.94,1,1,No
2559,Female,20,CSE,5.0,53.44,45.37,0,1,No
2560,Male,20,CE,6.17,77.76,67.94,2,2,Yes
2561,Male,24,ECE,7.76,86.83,93.53,0,0,Yes
2562,Female,21,ME,8.13,90.43,84.09,4,1,Yes
2563,Female,22,ME,5.0,56.1,50.53,0,4,No
2564,Female,22,CSE,5.54,61.7,57.25,1,3,No
2565,Male,20,IT,7.06,71.76,64.47,3,5,Yes
2566,Female,21,CE,6.91,74.08,78.29,1,3,Yes
2567,Female,24,CSE,5.56,57.08,48.47,2,2,No
2568,Male,22,IT,5.0,62.19,57.42,2,3,No
2569,Female,21,EE,5.0,53.17,56.01,1,3,No
2570,Male,23,CE,5.0,54.38,48.97,1,8,No
2571,Male,24,EE,8.18,79.36,83.94,4,3,Yes
2572,Male,21,CSE,6.15,84.07,74.97,3,3,Yes
2573,Female,22,ME,5.0,59.11,56.48,0,6,No
2574,Female,25,CSE,8.18,76.85,83.81,0,5,Yes
2575,Female,20,ME,5.95,63.18,67.28,2,4,Yes
2576,Male,24,CE,5.99,62.04,52.2,2,4,No
2577,Male,20,IT,6.0,58.18,56.62,0,4,No
2578,Female,23,CSE,5.0,58.58,50.56,2,5,No
2579,Male,20,IT,7.39,75.92,74.74,1,5,Yes
2580,Male,25,CE,6.63,67.34,68.24,2,5,Yes
2581,Male,24,ME,5.0,56.19,46.85,4,6,No
2582,Female,23,IT,5.23,68.31,63.97,0,3,No
2583,Male,24,ME,7.4,86.71,88.39,0,0,Yes
2584,Male,23,IT,6.79,84.93,81.62,0,7,Yes
2585,Male,25,CE,5.31,64.48,55.44,1,4,No
2586,Female,22,ME,7.67,77.03,67.76,2,1,Yes
2587,Male,24,CSE,9.05,98.61,91.24,1,0,Yes
2588,Male,20,ECE,5.65,66.37,67.4,1,3,Yes
2589,Female,23,ME,6.78,71.24,70.49,1,5,Yes
2590,Female,21,CE,6.11,68.52,70.41,2,2,No
2591,Female,20,EE,5.0,63.51,57.47,0,1,No
2592,Male,21,IT,6.66,77.84,85.67,4,2,Yes
2593,Female,20,CSE,8.63,94.84,87.82,0,4,Yes
2594,Male,25,CE,7.99,91.68,98.88,1,6,Yes
2595,Male,25,IT,5.81,57.62,59.9,1,2,No
2596,Female,21,ME,7.24,71.26,66.16,1,8,Yes
2597,Male,24,IT,7.1,92.29,84.21,0,5,Yes
2598,Male,21,CE,7.33,84.17,83.28,1,4,Yes
2599,Male,24,ECE,7.75,95.49,86.68,3,3,Yes
2600,Male,23,CE,5.36,66.36,63.03,1,8,Yes
2601,Male,21,IT,8.29,91.62,86.78,0,2,Yes
2602,Male,20,CSE,5.0,54.03,57.3,1,6,Yes
2603,Female,25,EE,7.65,98.6,88.64,0,8,Yes
2604,Female,25,IT,7.55,78.03,68.76,1,0,Yes
2605,Female,24,CSE,9.71,95.21,99.42,2,3,Yes
2606,Male,24,CSE,6.77,80.02,72.52,3,2,Yes
2607,Male,23,ECE,7.96,83.76,74.34,2,5,Yes
2608,Male,24,IT,7.39,82.02,86.68,3,5,Yes
2609,Female,21,CSE,5.0,57.29,50.08,1,1,No
2610,Male,21,EE,5.13,63.84,59.83,0,3,No
2611,Female,25,CE,8.01,77.05,77.63,0,3,Yes
2612,Male,21,IT,5.68,52.4,57.54,1,5,No
2613,Female,25,ME,7.28,72.03,76.71,2,4,Yes
2614,Female,25,CSE,7.42,92.59,85.55,0,6,Yes
2615,Male,21,CSE,8.47,79.59,86.82,2,3,Yes
2616,Female,25,IT,6.09,80.13,76.2,2,7,Yes
2617,Male,25,EE,7.78,86.09,85.18,3,8,Yes
2618,Female,23,ME,8.42,85.83,76.54,1,2,Yes
2619,Male,22,IT,7.05,69.96,71.25,1,6,Yes
2620,Female,24,ECE,8.12,95.23,100,1,6,Yes
2621,Female,25,CE,5.46,62.45,57.23,0,7,No
2622,Male,23,CSE,5.12,53.73,58.19,3,7,Yes
2623,Female,25,ME,7.36,81.36,76.87,0,8,Yes
2624,Female,22,ME,8.31,91.91,98.57,2,2,Yes
2625,Male,23,CSE,6.52,81.7,88.74,0,5,Yes
2626,Female,25,CSE,5.66,57.93,55.61,1,5,No
2627,Female,25,ECE,6.04,53.36,61.05,3,0,No
2628,Female,22,CE,5.0,55.56,53.68,2,5,No
2629,Male,25,EE,6.82,88.49,84.9,0,5,Yes
2630,Male,20,CE,8.21,80.4,87.85,4,2,Yes
2631,Male,25,ECE,7.23,73.46,80.1,0,6,Yes
2632,Male,24,ME,6.25,69.72,62.74,1,4,Yes
2633,Female,25,CSE,7.67,82.19,88.62,2,3,Yes
2634,Male,20,CSE,5.0,59.22,59.5,2,3,No
2635,Female,20,CE,8.74,92.24,83.77,1,4,Yes
2636,Male,23,ECE,6.19,77.03,80.74,2,5,Yes
2637,Male,24,ME,5.0,64.38,69.84,1,7,No
2638,Male,23,CE,7.13,63.75,69.05,4,3,Yes
2639,Female,23,CSE,9.15,98.08,93.98,3,7,Yes
2640,Female,22,CSE,8.46,97.76,100,0,4,Yes
2641,Male,20,CSE,8.31,91.23,91.13,3,5,Yes
2642,Female,25,ECE,7.62,94.41,96.25,1,7,Yes
2643,Female,20,EE,5.0,63.18,54.12,3,4,No
2644,Male,23,ME,5.11,69.89,61.81,3,6,Yes
2645,Male,21,EE,7.58,77.88,83.48,0,2,Yes
2646,Male,25,ECE,8.47,98.49,88.59,1,5,Yes
2647,Male,24,CSE,6.17,71.06,72.1,2,2,Yes
2648,Female,23,CE,6.38,64.1,58.58,0,3,No
2649,Male,20,IT,5.0,59.37,53.92,0,4,No
2650,Female,21,EE,5.0,61.31,55.81,0,3,No
2651,Male,20,ECE,8.3,81.94,84.85,0,1,Yes
2652,Male,25,EE,6.04,56.04,52.68,1,4,No
2653,Female,25,CSE,6.32,69.07,62.45,3,2,Yes
2654,Male,20,CSE,6.76,71.23,64.08,2,5,Yes
2655,Male,20,CE,5.0,56.89,51.92,0,5,No
2656,Female,22,IT,6.08,60.99,54.61,2,7,Yes
2657,Male,23,CE,5.0,50.84,45.06,0,7,No
2658,Female,20,CSE,5.0,68.17,62.76,3,4,Yes
2659,Male,20,ECE,7.63,93.36,87.7,2,5,Yes
2660,Female,24,ECE,9.09,95.3,100,4,0,Yes
2661,Male,25,ME,6.13,70.57,66.71,0,5,Yes
2662,Male,25,ME,7.55,78.72,80.04,4,4,Yes
2663,Male,24,CSE,5.0,62.0,52.82,1,2,No
2664,Male,24,CSE,5.0,53.74,53.91,1,0,No
2665,Male,25,CSE,7.7,83.37,90.94,0,5,Yes
2666,Male,22,CSE,6.21,78.79,70.95,1,3,Yes
2667,Male,21,EE,5.0,54.58,49.09,2,7,No
2668,Male,22,ECE,6.33,82.21,84.74,2,5,Yes
2669,Male,22,CSE,6.64,74.68,68.81,0,5,Yes
2670,Female,24,EE,5.0,51.32,45,0,2,No
2671,Male,25,CSE,5.0,58.79,63.68,1,1,No
2672,Female,20,CSE,8.54,94.7,88.37,3,2,Yes
2673,Male,20,ME,5.0,57.79,54.6,0,2,No
2674,Male,20,ME,5.0,60.38,53.15,0,5,No
2675,Male,24,CE,7.34,76.01,82.23,4,4,Yes
2676,Male,24,ECE,7.14,77.8,84.97,2,5,Yes
2677,Male,21,CE,7.52,89.12,94.16,1,5,Yes
2678,Male,24,CSE,7.19,84.03,90.24,2,7,Yes
2679,Male,25,ECE,7.46,86.14,78.57,1,2,Yes
2680,Female,24,ME,6.6,76.64,67.98,0,4,No
2681,Male,24,CSE,6.02,58.74,56.44,0,5,No
2682,Female,24,CSE,6.66,71.68,69.28,0,5,Yes
2683,Female,22,CSE,8.72,87.51,91.55,2,6,Yes
2684,Male,21,ME,7.09,89.59,90.14,0,7,Yes
2685,Female,24,EE,5.94,52.81,54.17,0,1,No
2686,Male,20,ME,6.01,74.7,69.92,0,4,No
2687,Female,24,ECE,5.94,74.07,80.45,0,5,Yes
2688,Female,22,IT,5.0,51.98,49.8,1,0,No
